Grant Id,CIA Full Name,Grant Admin Institution,State,Sector ,CEO Taxonomy,Main Funding Group,Funding Scheme,RMIS Grant Subtype,Scientific Title,Simplified Title,App Year,Start Year,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Total (Cal Yr),Broad Research Area ,Main Category FOR,Field Of Research (FOR),Research KW 1,Research KW 2,Research KW 3,Research KW 4,Research KW 5,Health KW 1,Health KW 2,Health KW 3,Health KW 4,Health KW 5
568850,A/Pr James A Brock,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Do postjunctional alterations explain the effects of diabetes on neurovascular transmission?,Are diabetic vascular complications due to loss of nerves or impaired vascular muscle function?,2008,2009,,,,,,,"$127,900","$130,329","$130,329",,,,,,,"$388,558",Basic Science,NEUROSCIENCES,Autonomic Nervous System,Diabetic nerve injury,Neurovascular transmission,Sensory nervous system,Sympathetic nervous system,Vascular biology,Diabetic foot,Diabetic neuropathy,Peripheral vascular disease,,
568855,Prof Ann M Williamson,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"The relationship between fatigue, sleepiness and crash risk while driving",Can we tell that we are too tired to drive?,2008,2009,,,,,,,"$167,500","$134,303","$139,780",,,,,,,"$441,583",Public Health,PSYCHOLOGY,"Sensory Processes, Perceptions and Performance",Accident prevention,Fatigue,Sleep,arousal,road safety,Accidental Injury,Injury prevention,Prolonged fatigue,sleep deprivation,sleepiness
568859,Dr Mark  Danta,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Defining risk and mechanisms of permucosal transmission for acute HCV infection within high-risk populations.,Defining sexual transmisison of hepatitis C among gay men,2008,2009,,,,,,,"$136,175","$128,368","$128,368",,,,,,,"$392,911",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,hepatitis C,men who have sex with men,molecular epidemiology,sexual transmission,,acute hepatitis C,hepatitis C,sexually transmitted infections,,
568861,Prof Elizabeth  Burcher,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Hemokinin - a new inflammatory mediator in the intestine.,Hemokinin - a novel tachykinin in human health and disease,2008,2009,,,,,,,"$126,975","$129,386","$124,190",,,,,,,"$380,551",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,hemokinin,human colon,proinflammatory mediators,prostaglandins,tachykinin receptors,acute diverticular disease,gastrointestinal disease,inflammation,ulcerative colitis,
568872,Prof Simon  Killcross,University of New South Wales,NSW,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,"The neurochemical basis of behavioural control: relevance for addiction, OCD and Tourette syndrome.",Brain systems underpinning control of actions and habits,2008,2009,,,,,,,"$122,775","$125,107","$125,107",,,,,,,"$372,989",Basic Science,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,Dopamine,Goal-directed behaviour,Habits,Prefrontal cortex,Striatum,Cognitive control,Disexecutive syndrome,Drug Addiction,Obsessive compulsive disorder,Tourette Syndrome
568884,Dr Jenny  Wong,University of New South Wales,NSW,University,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,Molecular Mechanisms Leading to Schizophrenia- The Role of Estrogen and Estrogen Receptor Alpha,Molecular Mechanism to Schizophrenia,2008,2009,,,,,,,"$71,250","$72,508","$72,508","$72,508",,,,,,"$288,774",Basic Science,NEUROSCIENCES,Neurosciences not elsewhere classified,ErbB receptors,estrogen action,gene expression,schizophrenia,transcriptional regulation,,,,,
568885,Prof John M Kaldor,University of New South Wales,NSW,University,Translational Research,Research Support,NHMRC Strategic Awards,Centre of Clinical Research Excellence,Centre for Clinical Research Excellence in Aboriginal Health: Sexually transmitted and bloodborne viral infections,Centre for Clinical Research Excellence in Aboriginal Health: Sexually transmitted and bloodborne viral infections,2008,2009,,,,,,,"$500,000","$500,000","$500,000","$500,000","$500,000",,,,,"$2,500,000",Clinical Medicine and Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,Aboriginal health,Sexually transmitted infections,Viral hepatitis,,,,,,,
568890,Dr Hannah AD Keage,University of New South Wales,NSW,University,Building Capacity-People,People Support,Training Fellowship (Overseas),Neil Hamilton Fairley Fellowship,Investigating biomarkers of dementia and improving clinical criteria using population- and clinic-based approaches ,Improving diagnostic methods for dementia,2008,2009,,,,,,,"$25,441",,"$77,267","$103,022","$72,508","$72,508",,,,"$350,746",Clinical Medicine and Science,BIOTECHNOLOGY,Diagnostic Applications,Biomarkers,Clinical criteria,Dementia,Diagnosis,Population and clinic-based,,,,,
568892,Ms Fenglian  Xu,University of New South Wales,NSW,University,Building Capacity-People,People Support,Training Fellowship (Australia),Public Health (Australia) Fellowship,Family Mental Health and Pregnancy Outcomes: A program of population research.,Mental health and pregnancy outcomes ,2008,2009,,,,,,,"$71,250","$72,508","$72,508","$72,508",,,,,,"$288,774",Public Health,CLINICAL SCIENCES,Obstetrics and Gynaecology,Epidemiology,Mental Health,Obstetrics and Gynaecology,maternal and child health ,maternal mental health ,,,,,
568905,Dr Rashmi  Fotedar,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Scholarship,Public Health Postgraduate Scholarship,"Molecular epidemiology of Neisseria gonorrhoeae  in different communities in Sydney, :informing control measures","Molecular epidemiology of Neisseria gonorrhoeae in Sydney, Australia.",2008,2009,,,,,,,"$22,677","$24,750","$12,409",,,,,,,"$59,836",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,Antibiotic resistance in N. gonorrhoeae.,Design measures to control gonorrhoea.,Molecular epidemiology  of Neisseria gonorrhoeae.,Sexually transmitted infections and HIV infections,,,,,,
568907,Miss Diana Tsz-Tak  Lau,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Scholarship,Public Health Postgraduate Scholarship,Gene and environmental factors influencing the risk and outcome of childhood neuroblastoma.,Gene and environmental factors influencing the risk and outcome of childhood neuroblastoma.,2008,2009,,,,,,,"$22,677","$24,750","$12,409",,,,,,,"$59,836",Public Health,CLINICAL SCIENCES,Oncology and Carcinogenesis,Cancer epidemiology,Genetic polymorphisms,Linkage analysis,Molecular epidemiology,Paediatric oncology,,,,,
568909,Dr Joel J Rhee,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Scholarship,Medical Postgraduate Scholarship, A study of Advance Care Planning in the primary care context, A study of Advance Care Planning in the primary care context,2008,2009,,,,,,,"$32,628","$35,750","$35,750",,,,,,,"$104,128",Clinical Medicine and Science,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,Ageing,Death and dying,General practice,,,,,,,
568912,Dr James R Burrell,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Scholarship,Medical Postgraduate Scholarship,Cognition and behaviour in motor neuron disease,Cognition and behaviour in motor neuron disease,2008,2009,,,,,,,"$32,628","$35,750","$35,750",,,,,,,"$104,128",Clinical Medicine and Science,CLINICAL SCIENCES,Neurology and Neuromuscular diseases, Dementia, Motor neuron disease, Neurophysiology,,,,,,,
568915,Dr Michelle A Farrar,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Scholarship,Biomedical Postgraduate Scholarship,Hereditary motor neuronopathies and neuropathies: mechanisms of neurodegeneration and potential modification. ,Understanding and modifying the causes of inherited and progressive disorders of the motor neuron. ,2008,2009,,,,,,,"$32,628","$35,750","$35,750",,,,,,,"$104,128",Clinical Medicine and Science,CLINICAL SCIENCES,Neurology and Neuromuscular Diseases,motor neuron diseases,neurodeneration,neurological disease treatment,,,,,,,
568921,Dr Carole A Harris,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Scholarship,Medical Postgraduate Scholarship,"Targeted cancer therapies: Their use, effectiveness and cost effectiveness in real world clinical practice",Targeted cancer therapies,2008,2009,,,,,,,"$32,628","$35,750","$35,750",,,,,,,"$104,128",Health Services Research,OTHER MEDICAL AND HEALTH SCIENCES,Therapies and Therapeutic Technology,Cancer,Cost of Cancer Treatment,Health Care Utilisation,Health Outcomes ,Targeted Therapies,,,,,
568940,Prof Perminder S Sachdev,University of New South Wales,NSW,University,Building Capacity-People,People Support,NHMRC Strategic Awards-People,Population Health Capacity Building Grants,Prevention and management of mental disorders in older Australians,Improving mental health of older Australians,2008,2009,,,,,,,"$479,915","$489,033","$489,033","$489,033","$489,033",,,,,"$2,436,047",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,,,,,,,,,,
568953,Dr Phu D Hoang,University of New South Wales,NSW,University,Building Capacity-People,People Support,Training Fellowship (Australia),Health Professional Research Fellowship,Muscle contracture in multiple sclerosis À Prevalence and rehabilitation,Muscle contracture in people with multiple sclerosis ,2008,2009,,,,,,,"$42,750","$43,505","$43,505","$43,505",,,,,,"$173,265",Clinical Medicine and Science,CLINICAL SCIENCES,Neurology and Neuromuscular Diseases,clinical trial,muscle mechanics,muscle stiffness,muscle tendon,,,,,,
568961,Dr Diako  Ebrahimi Mohammadi,University of New South Wales,NSW,University,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,Analysis of the T cell receptor repertoire,Analysis of the T cell receptor repertoire,2008,2009,,,,,,,"$71,250","$72,508","$72,508","$72,508",,,,,,"$288,774",Basic Science,IMMUNOLOGY,Cellular Immunology,Immune recognition,Systems biology,T-cell repertoire,,,,,,,
568962,Ms Heather L Shepherd,University of New South Wales,NSW,University,Building Capacity-People,People Support,Training Fellowship (Australia),Public Health Post-Training Fellowship,Catalytic questions: facilitating evidence-based partnerships between health professionals and health consumers,Increasing communication about evidence between health professionals and health consumers,2008,2009,,,,,,,"$71,250","$72,508","$72,508","$72,508",,,,,,"$288,774",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,behavioural intervention,communications/social research,evidence based clinical practice,general practice,oncology,,,,,
568969,Prof Perminder S Sachdev,University of New South Wales,NSW,University,Support for Research,Research Support,Program,New Program Grant,"Prevention, early detection and effective management of neurocognitive disorders in the elderly",Neurocognitive disorders in the elderly,2008,2010,,,,,,,,"$1,265,965","$1,265,965","$1,265,965","$1,265,965","$1,265,965",,,,"$6,329,825",Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry,Aged care,Ageing,Dementia,Neuroimaging,Psychiatric disorders,,,,,
568970,Prof Richard A Bryant,University of New South Wales,NSW,University,Support for Research,Research Support,Program,New Program Grant,"Posttraumatic Mental Health: Advancing understanding of diagnosis, treatment and mechanisms",Posttraumatic Mental Health,2008,2010,,,,,,,,"$1,467,605","$1,467,605","$1,467,605","$1,467,605","$1,467,605",,,,"$7,338,025",Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry,Anxiety,Mental health,Neuroimaging,Posttraumatic stress disorder,Refugee health,,,,,
568971,Prof John M Kaldor,University of New South Wales,NSW,University,Support for Research,Research Support,Program,New Program Grant,"Sexually transmitted infections: Causes, consequences and interventions",Better ways to prevent and treat sexually transmitted infections,2008,2010,,,,,,,,"$1,891,672","$1,891,672","$1,891,672","$1,891,672","$1,891,672",,,,"$9,458,360",Public Health,CLINICAL SCIENCES,Venereology,Cancer epidemiology,Indigenous health,Mathematical modelling,Population health,Sexually transmitted infections,,,,,
568975,Prof Stephen R Lord,University of New South Wales,NSW,University,Translational Research,Research Support,NHMRC Project Grants-Partnerships,NHRMC Partnership Projects,Implementing Falls Prevention Research into Policy and Practice,Implementing Falls Prevention Research into Policy and Practice,2008,2011,,,,,,,,,"$303,888","$299,000","$299,000","$299,000",,,,"$1,200,888",Public Health,CLINICAL SCIENCES,Geriatrics and Gerontology,Risk assessment,clinical practice guidelines ,falls prevention,health education,injury prevention,,,,,
568979,Prof Mark F Harris,University of New South Wales,NSW,University,Translational Research,Research Support,NHMRC Project Grants-Partnerships,NHRMC Partnership Projects,Implementing guidelines to routinely prevent chronic disease in general practice,Implementing guidelines to routinely prevent chronic disease in general practiceop,2008,2011,,,,,,,,,"$186,498","$186,000","$186,000","$186,000",,,,"$744,498",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,Preventative medicine,clinical practice guidelines,evidence based clinical practice,health outcomes,primary health care,,,,,
568984,A/Pr Alison  Ritter,University of New South Wales,NSW,University,Translational Research,Research Support,NHMRC Project Grants-Partnerships,NHRMC Partnership Projects,Reducing alcohol related health harms in Perth through the development of an agent based model on the internet,Licensed Premises Policy Model (L2PM) project,2008,2011,,,,,,,,,"$112,375","$112,375",,,,,,"$224,750",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,Alcohol,Mathematical Modelling,Pubic Health,,,,,,,
568985,Prof Gregory J Dore,University of New South Wales,NSW,University,Translational Research,Research Support,NHMRC Project Grants-Partnerships,NHRMC Partnership Projects,Evaluation of a model for assessment and treatment of HCV among injecting drug users in opiate pharmacotherapy clinics.,Assessment and treatment of hepatitis C virus among injecting drug users in the opiate pharmacotherapy setting.,2008,2012,,,,,,,,,"$299,188","$299,000","$299,000","$299,000",,,,"$1,196,188",Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Health and Community Services,Addiction,Health outcomes,Health policy and services evaluation,Hepatitis C,Opioid dependence,,,,,
